交易 #,类型,信号,日期/时间,价格 USDT,合约,获利 USDT,获利 %,累计获利 USDT,累计获利 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %
305,多头进场,BUY,2022/11/4 2:30,20245.97,1,1093.59,5.4,134185.19,0.67,1234.48,6.1,88.31,0.44
304,空头出场,BUY,2022/11/4 2:30,20245.97,1,36,0.18,133091.6,0.02,250.94,1.24,57.68,0.28
304,空头进场,SELL,2022/11/3 18:30,20282.38,1,36,0.18,133091.6,0.02,250.94,1.24,57.68,0.28
303,多头出场,SELL,2022/11/3 18:30,20282.38,1,-44.52,-0.22,133055.6,-0.03,37.14,0.18,75.79,0.37
303,多头进场,BUY,2022/11/3 14:30,20326.49,1,-44.52,-0.22,133055.6,-0.03,37.14,0.18,75.79,0.37
302,空头出场,BUY,2022/11/3 14:30,20326.49,1,79.99,0.39,133100.11,0.05,358.65,1.76,393.31,1.93
302,空头进场,SELL,2022/11/2 20:30,20406.89,1,79.99,0.39,133100.11,0.05,358.65,1.76,393.31,1.93
301,多头出场,SELL,2022/11/2 20:30,20406.89,1,-75.51,-0.37,133020.12,-0.05,217.81,1.06,151.45,0.74
301,多头进场,BUY,2022/11/1 12:30,20481.99,1,-75.51,-0.37,133020.12,-0.05,217.81,1.06,151.45,0.74
300,空头出场,BUY,2022/11/1 12:30,20481.99,1,258.76,1.25,133095.62,0.16,503,2.43,190.26,0.92
300,空头进场,SELL,2022/10/30 8:30,20741.16,1,258.76,1.25,133095.62,0.16,503,2.43,190.26,0.92
299,多头出场,SELL,2022/10/30 8:30,20741.16,1,98.72,0.48,132836.88,0.06,442.76,2.14,100.24,0.49
299,多头进场,BUY,2022/10/29 0:30,20642.03,1,98.72,0.48,132836.88,0.06,442.76,2.14,100.24,0.49
298,空头出场,BUY,2022/10/29 0:30,20642.03,1,126.84,0.61,132738.16,0.08,768.98,3.7,103.14,0.5
298,空头进场,SELL,2022/10/27 10:30,20769.28,1,126.84,0.61,132738.16,0.08,768.98,3.7,103.14,0.5
297,多头出场,SELL,2022/10/27 10:30,20769.28,1,1480.89,7.68,132611.31,0.92,1731.82,8.98,27.36,0.14
297,多头进场,BUY,2022/10/25 20:30,19287.99,1,1480.89,7.68,132611.31,0.92,1731.82,8.98,27.36,0.14
296,空头出场,BUY,2022/10/25 20:30,19287.99,1,73.6,0.38,131130.42,0.05,204.79,1.06,89.11,0.46
296,空头进场,SELL,2022/10/24 14:30,19361.98,1,73.6,0.38,131130.42,0.05,204.79,1.06,89.11,0.46
295,多头出场,SELL,2022/10/24 14:30,19361.98,1,191.58,1,131056.83,0.12,524.8,2.74,0.19,0
295,多头进场,BUY,2022/10/24 0:30,19170.01,1,191.58,1,131056.83,0.12,524.8,2.74,0.19,0
294,空头出场,BUY,2022/10/24 0:30,19170.01,1,2.67,0.01,130865.24,0,102.76,0.54,40.27,0.21
294,空头进场,SELL,2022/10/23 14:30,19173.06,1,2.67,0.01,130865.24,0,102.76,0.54,40.27,0.21
293,多头出场,SELL,2022/10/23 14:30,19173.06,1,174.19,0.92,130862.58,0.11,258.32,1.36,61.18,0.32
293,多头进场,BUY,2022/10/21 22:30,18998.49,1,174.19,0.92,130862.58,0.11,258.32,1.36,61.18,0.32
292,空头出场,BUY,2022/10/21 22:30,18998.49,1,32.63,0.17,130688.38,0.02,381.31,2,100.08,0.53
292,空头进场,SELL,2022/10/21 6:30,19031.5,1,32.63,0.17,130688.38,0.02,381.31,2,100.08,0.53
291,多头出场,SELL,2022/10/21 6:30,19031.5,1,-101.95,-0.53,130655.76,-0.06,214.56,1.12,203.88,1.07
291,多头进场,BUY,2022/10/20 16:30,19133.07,1,-101.95,-0.53,130655.76,-0.06,214.56,1.12,203.88,1.07
290,空头出场,BUY,2022/10/20 16:30,19133.07,1,467.37,2.38,130757.71,0.29,700.63,3.57,79.86,0.41
290,空头进场,SELL,2022/10/18 20:30,19600.83,1,467.37,2.38,130757.71,0.29,700.63,3.57,79.86,0.41
289,多头出场,SELL,2022/10/18 20:30,19600.83,1,450.13,2.35,130290.34,0.28,556.16,2.9,63.13,0.33
289,多头进场,BUY,2022/10/16 12:30,19150.31,1,450.13,2.35,130290.34,0.28,556.16,2.9,63.13,0.33
288,空头出场,BUY,2022/10/16 12:30,19150.31,1,176.76,0.91,129840.2,0.11,352.08,1.82,49.93,0.26
288,空头进场,SELL,2022/10/15 0:30,19327.45,1,176.76,0.91,129840.2,0.11,352.08,1.82,49.93,0.26
287,多头出场,SELL,2022/10/15 0:30,19327.45,1,156.46,0.82,129663.45,0.1,781.07,4.07,10.65,0.06
287,多头进场,BUY,2022/10/14 2:30,19170.61,1,156.46,0.82,129663.45,0.1,781.07,4.07,10.65,0.06
286,空头出场,BUY,2022/10/14 2:30,19170.61,1,-88.97,-0.47,129506.99,-0.06,891.83,4.67,146.17,0.77
286,空头进场,SELL,2022/10/13 14:30,19082.02,1,-88.97,-0.47,129506.99,-0.06,891.83,4.67,146.17,0.77
285,多头出场,SELL,2022/10/13 14:30,19082.02,1,69.86,0.37,129595.97,0.04,226.34,1.19,93.96,0.49
285,多头进场,BUY,2022/10/11 22:30,19011.78,1,69.86,0.37,129595.97,0.04,226.34,1.19,93.96,0.49
284,空头出场,BUY,2022/10/11 22:30,19011.78,1,278.45,1.44,129526.11,0.17,430.42,2.23,151.57,0.79
284,空头进场,SELL,2022/10/10 18:30,19290.61,1,278.45,1.44,129526.11,0.17,430.42,2.23,151.57,0.79
283,多头出场,SELL,2022/10/10 18:30,19290.61,1,-215.84,-1.11,129247.66,-0.14,51.74,0.27,399.26,2.05
283,多头进场,BUY,2022/10/8 20:30,19506.06,1,-215.84,-1.11,129247.66,-0.14,51.74,0.27,399.26,2.05
282,空头出场,BUY,2022/10/8 20:30,19506.06,1,574.45,2.86,129463.5,0.36,760.71,3.79,375.89,1.87
282,空头进场,SELL,2022/10/5 16:30,20080.91,1,574.45,2.86,129463.5,0.36,760.71,3.79,375.89,1.87
281,多头出场,SELL,2022/10/5 16:30,20080.91,1,964.7,5.05,128889.05,0.61,1358.99,7.11,56.33,0.29
281,多头进场,BUY,2022/10/3 12:30,19115.82,1,964.7,5.05,128889.05,0.61,1358.99,7.11,56.33,0.29
280,空头出场,BUY,2022/10/3 12:30,19115.82,1,380.44,1.95,127924.34,0.24,576.11,2.95,1.16,0.01
280,空头进场,SELL,2022/10/1 4:30,19496.65,1,380.44,1.95,127924.34,0.24,576.11,2.95,1.16,0.01
279,多头出场,SELL,2022/10/1 4:30,19496.65,1,34.51,0.18,127543.9,0.02,723.06,3.72,306.58,1.58
279,多头进场,BUY,2022/9/30 6:30,19461.75,1,34.51,0.18,127543.9,0.02,723.06,3.72,306.58,1.58
278,空头出场,BUY,2022/9/30 6:30,19461.75,1,-82.02,-0.42,127509.39,-0.05,536.92,2.77,265.59,1.37
278,空头进场,SELL,2022/9/29 20:30,19380.12,1,-82.02,-0.42,127509.39,-0.05,536.92,2.77,265.59,1.37
277,多头出场,SELL,2022/9/29 20:30,19380.12,1,-115.32,-0.59,127591.41,-0.07,294.76,1.51,239.17,1.23
277,多头进场,BUY,2022/9/29 0:30,19495.05,1,-115.32,-0.59,127591.41,-0.07,294.76,1.51,239.17,1.23
276,空头出场,BUY,2022/9/29 0:30,19495.05,1,-3.23,-0.02,127706.73,0,1020.74,5.24,174.64,0.9
276,空头进场,SELL,2022/9/28 0:30,19492.21,1,-3.23,-0.02,127706.73,0,1020.74,5.24,174.64,0.9
275,多头出场,SELL,2022/9/28 0:30,19492.21,1,401.31,2.1,127709.96,0.26,1295.16,6.78,287.57,1.51
275,多头进场,BUY,2022/9/26 16:30,19090.51,1,401.31,2.1,127709.96,0.26,1295.16,6.78,287.57,1.51
274,空头出场,BUY,2022/9/26 16:30,19090.51,1,1.76,0.01,127308.64,0,463.26,2.43,30.81,0.16
274,空头进场,SELL,2022/9/25 20:30,19092.65,1,1.76,0.01,127308.64,0,463.26,2.43,30.81,0.16
273,多头出场,SELL,2022/9/25 20:30,19092.65,1,65.79,0.35,127306.88,0.04,153.54,0.81,44.67,0.23
273,多头进场,BUY,2022/9/25 14:30,19026.48,1,65.79,0.35,127306.88,0.04,153.54,0.81,44.67,0.23
272,空头出场,BUY,2022/9/25 14:30,19026.48,1,68.54,0.36,127241.09,0.04,289.87,1.52,55.6,0.29
272,空头进场,SELL,2022/9/25 4:30,19095.4,1,68.54,0.36,127241.09,0.04,289.87,1.52,55.6,0.29
271,多头出场,SELL,2022/9/25 4:30,19095.4,1,-79.5,-0.41,127172.56,-0.05,232.02,1.21,248.77,1.3
271,多头进场,BUY,2022/9/24 6:30,19174.52,1,-79.5,-0.41,127172.56,-0.05,232.02,1.21,248.77,1.3
270,空头出场,BUY,2022/9/24 6:30,19174.52,1,-90.33,-0.47,127252.06,-0.06,552.96,2.9,104.14,0.55
270,空头进场,SELL,2022/9/23 18:30,19084.57,1,-90.33,-0.47,127252.06,-0.06,552.96,2.9,104.14,0.55
269,多头出场,SELL,2022/9/23 18:30,19084.57,1,-41.78,-0.22,127342.39,-0.03,424.01,2.22,346.15,1.81
269,多头进场,BUY,2022/9/22 16:30,19125.97,1,-41.78,-0.22,127342.39,-0.03,424.01,2.22,346.15,1.81
268,空头出场,BUY,2022/9/22 16:30,19125.97,1,-221.37,-1.17,127384.17,-0.14,778.81,4.12,224.31,1.19
268,空头进场,SELL,2022/9/22 4:30,18904.98,1,-221.37,-1.17,127384.17,-0.14,778.81,4.12,224.31,1.19
267,多头出场,SELL,2022/9/22 4:30,18904.98,1,36.19,0.19,127605.55,0.02,1087.4,5.76,202.6,1.07
267,多头进场,BUY,2022/9/21 16:30,18868.41,1,36.19,0.19,127605.55,0.02,1087.4,5.76,202.6,1.07
266,空头出场,BUY,2022/9/21 16:30,18868.41,1,150.93,0.79,127569.35,0.1,307.66,1.62,128.47,0.68
266,空头进场,SELL,2022/9/21 0:30,19019.72,1,150.93,0.79,127569.35,0.1,307.66,1.62,128.47,0.68
265,多头出场,SELL,2022/9/21 0:30,19019.72,1,109.51,0.58,127418.42,0.07,776.18,4.1,133.02,0.7
265,多头进场,BUY,2022/9/20 2:30,18909.83,1,109.51,0.58,127418.42,0.07,776.18,4.1,133.02,0.7
264,空头出场,BUY,2022/9/20 2:30,18909.83,1,1078.14,5.39,127308.91,0.69,1755.6,8.78,48.84,0.24
264,空头进场,SELL,2022/9/18 18:30,19988.36,1,1078.14,5.39,127308.91,0.69,1755.6,8.78,48.84,0.24
263,多头出场,SELL,2022/9/18 18:30,19988.36,1,50.84,0.26,126230.77,0.03,456.05,2.29,617.31,3.1
263,多头进场,BUY,2022/9/15 4:30,19937.12,1,50.84,0.26,126230.77,0.03,456.05,2.29,617.31,3.1
262,空头出场,BUY,2022/9/15 4:30,19937.12,1,2210.87,9.98,126179.93,1.44,2530.57,11.43,650.81,2.94
262,空头进场,SELL,2022/9/13 8:30,22148.41,1,2210.87,9.98,126179.93,1.44,2530.57,11.43,650.81,2.94
261,多头出场,SELL,2022/9/13 8:30,22148.41,1,406.71,1.87,123969.06,0.26,746.52,3.43,21.34,0.1
261,多头进场,BUY,2022/9/12 14:30,21741.26,1,406.71,1.87,123969.06,0.26,746.52,3.43,21.34,0.1
260,空头出场,BUY,2022/9/12 14:30,21741.26,1,-361.9,-1.69,123562.35,-0.24,268.45,1.26,994.42,4.65
260,空头进场,SELL,2022/9/10 16:30,21379.79,1,-361.9,-1.69,123562.35,-0.24,268.45,1.26,994.42,4.65
259,多头出场,SELL,2022/9/10 16:30,21379.79,1,2490.57,13.19,123924.25,1.64,2783.23,14.73,12.59,0.07
259,多头进场,BUY,2022/9/8 0:30,18888.82,1,2490.57,13.19,123924.25,1.64,2783.23,14.73,12.59,0.07
258,空头出场,BUY,2022/9/8 0:30,18888.82,1,846.06,4.29,121433.69,0.56,1224.3,6.2,59.45,0.3
258,空头进场,SELL,2022/9/7 0:30,19735.27,1,846.06,4.29,121433.69,0.56,1224.3,6.2,59.45,0.3
257,多头出场,SELL,2022/9/7 0:30,19735.27,1,-24.31,-0.12,120587.62,-0.02,420.61,2.13,95.69,0.48
257,多头进场,BUY,2022/9/6 6:30,19759.19,1,-24.31,-0.12,120587.62,-0.02,420.61,2.13,95.69,0.48
256,空头出场,BUY,2022/9/6 6:30,19759.19,1,-69.22,-0.35,120611.94,-0.05,20.02,0.1,109.84,0.56
256,空头进场,SELL,2022/9/6 2:30,19690.36,1,-69.22,-0.35,120611.94,-0.05,20.02,0.1,109.84,0.56
255,多头出场,SELL,2022/9/6 2:30,19690.36,1,-93.83,-0.47,120681.16,-0.06,166.7,0.84,102.78,0.52
255,多头进场,BUY,2022/9/5 22:30,19783.8,1,-93.83,-0.47,120681.16,-0.06,166.7,0.84,102.78,0.52
254,空头出场,BUY,2022/9/5 22:30,19783.8,1,-22.74,-0.12,120774.99,-0.02,127.43,0.64,41.42,0.21
254,空头进场,SELL,2022/9/5 18:30,19761.46,1,-22.74,-0.12,120774.99,-0.02,127.43,0.64,41.42,0.21
253,多头出场,SELL,2022/9/5 18:30,19761.46,1,-23.6,-0.12,120797.73,-0.02,272.41,1.38,134.86,0.68
253,多头进场,BUY,2022/9/4 18:30,19784.66,1,-23.6,-0.12,120797.73,-0.02,272.41,1.38,134.86,0.68
252,空头出场,BUY,2022/9/4 18:30,19784.66,1,-51.04,-0.26,120821.33,-0.03,150.72,0.76,98.66,0.5
252,空头进场,SELL,2022/9/4 14:30,19734.02,1,-51.04,-0.26,120821.33,-0.03,150.72,0.76,98.66,0.5
251,多头出场,SELL,2022/9/4 14:30,19734.02,1,-43.84,-0.22,120872.36,-0.03,34.53,0.17,47.42,0.24
251,多头进场,BUY,2022/9/4 12:30,19777.46,1,-43.84,-0.22,120872.36,-0.03,34.53,0.17,47.42,0.24
250,空头出场,BUY,2022/9/4 12:30,19777.46,1,138.16,0.69,120916.2,0.09,263.1,1.32,163.08,0.82
250,空头进场,SELL,2022/9/3 2:30,19916.02,1,138.16,0.69,120916.2,0.09,263.1,1.32,163.08,0.82
249,多头出场,SELL,2022/9/3 2:30,19916.02,1,-177.15,-0.88,120778.03,-0.12,348.29,1.73,337.68,1.68
249,多头进场,BUY,2022/9/2 6:30,20092.77,1,-177.15,-0.88,120778.03,-0.12,348.29,1.73,337.68,1.68
248,空头出场,BUY,2022/9/2 6:30,20092.77,1,21.4,0.11,120955.18,0.01,548.71,2.73,94,0.47
248,空头进场,SELL,2022/9/1 6:30,20114.57,1,21.4,0.11,120955.18,0.01,548.71,2.73,94,0.47
247,多头出场,SELL,2022/9/1 6:30,20114.57,1,-109.62,-0.54,120933.78,-0.07,75.98,0.38,128.15,0.63
247,多头进场,BUY,2022/9/1 4:30,20223.79,1,-109.62,-0.54,120933.78,-0.07,75.98,0.38,128.15,0.63
246,空头出场,BUY,2022/9/1 4:30,20223.79,1,-148.13,-0.74,121043.41,-0.1,194.64,0.97,252.6,1.26
246,空头进场,SELL,2022/9/1 0:30,20076.06,1,-148.13,-0.74,121043.41,-0.1,194.64,0.97,252.6,1.26
245,多头出场,SELL,2022/9/1 0:30,20076.06,1,-250.22,-1.23,121191.54,-0.17,163.92,0.81,456.08,2.24
245,多头进场,BUY,2022/8/31 10:30,20325.88,1,-250.22,-1.23,121191.54,-0.17,163.92,0.81,456.08,2.24
244,空头出场,BUY,2022/8/31 10:30,20325.88,1,-220.7,-1.1,121441.77,-0.15,565.38,2.81,285.84,1.42
244,空头进场,SELL,2022/8/30 22:30,20105.58,1,-220.7,-1.1,121441.77,-0.15,565.38,2.81,285.84,1.42
243,多头出场,SELL,2022/8/30 22:30,20105.58,1,169.01,0.85,121662.47,0.11,639.88,3.21,416.37,2.09
243,多头进场,BUY,2022/8/28 6:30,19936.17,1,169.01,0.85,121662.47,0.11,639.88,3.21,416.37,2.09
242,空头出场,BUY,2022/8/28 6:30,19936.17,1,1604.25,7.45,121493.46,1.07,1740.61,8.08,346.16,1.61
242,空头进场,SELL,2022/8/26 0:30,21540.83,1,1604.25,7.45,121493.46,1.07,1740.61,8.08,346.16,1.61
241,多头出场,SELL,2022/8/26 0:30,21540.83,1,14.42,0.07,119889.21,0.01,293.68,1.36,44.94,0.21
241,多头进场,BUY,2022/8/25 12:30,21525.98,1,14.42,0.07,119889.21,0.01,293.68,1.36,44.94,0.21
240,空头出场,BUY,2022/8/25 12:30,21525.98,1,1.23,0.01,119874.8,0,100.42,0.47,72.61,0.34
240,空头进场,SELL,2022/8/25 10:30,21527.64,1,1.23,0.01,119874.8,0,100.42,0.47,72.61,0.34
239,多头出场,SELL,2022/8/25 10:30,21527.64,1,56.93,0.27,119873.56,0.04,429.51,2,160.34,0.75
239,多头进场,BUY,2022/8/24 20:30,21470.28,1,56.93,0.27,119873.56,0.04,429.51,2,160.34,0.75
238,空头出场,BUY,2022/8/24 20:30,21470.28,1,-156.72,-0.74,119816.63,-0.1,168.78,0.79,196.22,0.92
238,空头进场,SELL,2022/8/24 10:30,21313.99,1,-156.72,-0.74,119816.63,-0.1,168.78,0.79,196.22,0.92
237,多头出场,SELL,2022/8/24 10:30,21313.99,1,349.37,1.67,119973.35,0.23,720.46,3.44,11.07,0.05
237,多头进场,BUY,2022/8/23 14:30,20964.2,1,349.37,1.67,119973.35,0.23,720.46,3.44,11.07,0.05
236,空头出场,BUY,2022/8/23 14:30,20964.2,1,302.07,1.42,119623.98,0.2,376.34,1.77,52.36,0.25
236,空头进场,SELL,2022/8/23 12:30,21266.69,1,302.07,1.42,119623.98,0.2,376.34,1.77,52.36,0.25
235,多头出场,SELL,2022/8/23 12:30,21266.69,1,83.16,0.39,119321.92,0.06,285.19,1.35,29.62,0.14
235,多头进场,BUY,2022/8/23 6:30,21183.11,1,83.16,0.39,119321.92,0.06,285.19,1.35,29.62,0.14
234,空头出场,BUY,2022/8/23 6:30,21183.11,1,-25.01,-0.12,119238.77,-0.02,195.31,0.92,81.69,0.39
234,空头进场,SELL,2022/8/23 2:30,21158.52,1,-25.01,-0.12,119238.77,-0.02,195.31,0.92,81.69,0.39
233,多头出场,SELL,2022/8/23 2:30,21158.52,1,-109.3,-0.51,119263.77,-0.07,281.1,1.32,181.07,0.85
233,多头进场,BUY,2022/8/22 20:30,21267.4,1,-109.3,-0.51,119263.77,-0.07,281.1,1.32,181.07,0.85
232,空头出场,BUY,2022/8/22 20:30,21267.4,1,-4.62,-0.02,119373.08,0,73,0.34,75.75,0.36
232,空头进场,SELL,2022/8/22 18:30,21263.21,1,-4.62,-0.02,119373.08,0,73,0.34,75.75,0.36
231,多头出场,SELL,2022/8/22 18:30,21263.21,1,67.49,0.32,119377.7,0.05,604.49,2.85,433.61,2.05
231,多头进场,BUY,2022/8/20 14:30,21195.3,1,67.49,0.32,119377.7,0.05,604.49,2.85,433.61,2.05
230,空头出场,BUY,2022/8/20 14:30,21195.3,1,1797.61,7.82,119310.21,1.22,2209.55,9.61,2.63,0.01
230,空头进场,SELL,2022/8/19 8:30,22993.35,1,1797.61,7.82,119310.21,1.22,2209.55,9.61,2.63,0.01
229,多头出场,SELL,2022/8/19 8:30,22993.35,1,-416.4,-1.78,117512.6,-0.28,190.48,0.81,532.52,2.27
229,多头进场,BUY,2022/8/18 14:30,23409.29,1,-416.4,-1.78,117512.6,-0.28,190.48,0.81,532.52,2.27
228,空头出场,BUY,2022/8/18 14:30,23409.29,1,364.48,1.53,117929.01,0.25,593.6,2.5,54.63,0.23
228,空头进场,SELL,2022/8/17 18:30,23774.24,1,364.48,1.53,117929.01,0.25,593.6,2.5,54.63,0.23
227,多头出场,SELL,2022/8/17 18:30,23774.24,1,-125.37,-0.52,117564.53,-0.08,547.34,2.29,200.68,0.84
227,多头进场,BUY,2022/8/17 8:30,23899.13,1,-125.37,-0.52,117564.53,-0.08,547.34,2.29,200.68,0.84
226,空头出场,BUY,2022/8/17 8:30,23899.13,1,518.75,2.12,117689.9,0.35,746.9,3.06,2.11,0.01
226,空头进场,SELL,2022/8/15 14:30,24418.36,1,518.75,2.12,117689.9,0.35,746.9,3.06,2.11,0.01
225,多头出场,SELL,2022/8/15 14:30,24418.36,1,-396.04,-1.6,117171.15,-0.27,397.16,1.6,465.27,1.88
225,多头进场,BUY,2022/8/15 10:30,24813.91,1,-396.04,-1.6,117171.15,-0.27,397.16,1.6,465.27,1.88
224,空头出场,BUY,2022/8/15 10:30,24813.91,1,-82.04,-0.33,117567.19,-0.06,588.12,2.38,85.47,0.35
224,空头进场,SELL,2022/8/14 18:30,24732.37,1,-82.04,-0.33,117567.19,-0.06,588.12,2.38,85.47,0.35
223,多头出场,SELL,2022/8/14 18:30,24732.37,1,112.28,0.46,117649.23,0.08,427.71,1.74,25.02,0.1
223,多头进场,BUY,2022/8/14 14:30,24619.6,1,112.28,0.46,117649.23,0.08,427.71,1.74,25.02,0.1
222,空头出场,BUY,2022/8/14 14:30,24619.6,1,-114.17,-0.47,117536.95,-0.08,186.58,0.76,136.3,0.56
222,空头进场,SELL,2022/8/14 2:30,24505.92,1,-114.17,-0.47,117536.95,-0.08,186.58,0.76,136.3,0.56
221,多头出场,SELL,2022/8/14 2:30,24505.92,1,418.86,1.74,117651.12,0.28,801.19,3.33,9.04,0.04
221,多头进场,BUY,2022/8/13 6:30,24086.57,1,418.86,1.74,117651.12,0.28,801.19,3.33,9.04,0.04
220,空头出场,BUY,2022/8/13 6:30,24086.57,1,110.91,0.46,117232.26,0.08,614.72,2.54,136.74,0.57
220,空头进场,SELL,2022/8/12 2:30,24197.96,1,110.91,0.46,117232.26,0.08,614.72,2.54,136.74,0.57
219,多头出场,SELL,2022/8/12 2:30,24197.96,1,1134.39,4.92,117121.35,0.78,1855.21,8.04,2.77,0.01
219,多头进场,BUY,2022/8/10 20:30,23063.1,1,1134.39,4.92,117121.35,0.78,1855.21,8.04,2.77,0.01
218,空头出场,BUY,2022/8/10 20:30,23063.1,1,766.07,3.21,115986.96,0.53,1164.71,4.89,103.85,0.44
218,空头进场,SELL,2022/8/9 8:30,23829.64,1,766.07,3.21,115986.96,0.53,1164.71,4.89,103.85,0.44
217,多头出场,SELL,2022/8/9 8:30,23829.64,1,731.08,3.17,115220.89,0.51,1146.68,4.96,46.61,0.2
217,多头进场,BUY,2022/8/8 0:30,23098.09,1,731.08,3.17,115220.89,0.51,1146.68,4.96,46.61,0.2
216,空头出场,BUY,2022/8/8 0:30,23098.09,1,110.85,0.48,114489.81,0.08,364.55,1.57,47.2,0.2
216,空头进场,SELL,2022/8/7 0:30,23209.4,1,110.85,0.48,114489.81,0.08,364.55,1.57,47.2,0.2
215,多头出场,SELL,2022/8/7 0:30,23209.4,1,236.46,1.03,114378.96,0.16,500.15,2.18,218.58,0.95
215,多头进场,BUY,2022/8/5 10:30,22972.48,1,236.46,1.03,114378.96,0.16,500.15,2.18,218.58,0.95
214,空头出场,BUY,2022/8/5 10:30,22972.48,1,213.12,0.92,114142.51,0.15,785.83,3.39,6.11,0.03
214,空头进场,SELL,2022/8/4 10:30,23186.06,1,213.12,0.92,114142.51,0.15,785.83,3.39,6.11,0.03
213,多头出场,SELL,2022/8/4 10:30,23186.06,1,105.85,0.46,113929.39,0.07,567.7,2.46,398.76,1.73
213,多头进场,BUY,2022/8/2 22:30,23079.75,1,105.85,0.46,113929.39,0.07,567.7,2.46,398.76,1.73
212,空头出场,BUY,2022/8/2 22:30,23079.75,1,1455.56,5.93,113823.54,1.02,1881.17,7.67,32.35,0.13
212,空头进场,SELL,2022/7/31 2:30,24535.79,1,1455.56,5.93,113823.54,1.02,1881.17,7.67,32.35,0.13
211,多头出场,SELL,2022/7/31 2:30,24535.79,1,-15.83,-0.06,112367.98,-0.01,57.3,0.23,216.38,0.88
211,多头进场,BUY,2022/7/30 22:30,24551.13,1,-15.83,-0.06,112367.98,-0.01,57.3,0.23,216.38,0.88
210,空头出场,BUY,2022/7/30 22:30,24551.13,1,-523.82,-2.18,112383.81,-0.37,613.53,2.55,640.44,2.67
210,空头进场,SELL,2022/7/29 14:30,24027.8,1,-523.82,-2.18,112383.81,-0.37,613.53,2.55,640.44,2.67
209,多头出场,SELL,2022/7/29 14:30,24027.8,1,2931.14,13.89,112907.63,2.09,3103.3,14.71,53.89,0.26
209,多头进场,BUY,2022/7/27 6:30,21096.21,1,2931.14,13.89,112907.63,2.09,3103.3,14.71,53.89,0.26
208,空头出场,BUY,2022/7/27 6:30,21096.21,1,1284.02,5.74,109976.48,0.93,1673.94,7.48,51.9,0.23
208,空头进场,SELL,2022/7/25 8:30,22380.66,1,1284.02,5.74,109976.48,0.93,1673.94,7.48,51.9,0.23
207,多头出场,SELL,2022/7/25 8:30,22380.66,1,31.51,0.14,108692.47,0.02,665.72,2.98,0.49,0
207,多头进场,BUY,2022/7/24 12:30,22348.7,1,31.51,0.14,108692.47,0.02,665.72,2.98,0.49,0
206,空头出场,BUY,2022/7/24 12:30,22348.7,1,661.86,2.88,108660.95,0.48,1076.21,4.68,127.67,0.55
206,空头进场,SELL,2022/7/23 2:30,23011.01,1,661.86,2.88,108660.95,0.48,1076.21,4.68,127.67,0.55
205,多头出场,SELL,2022/7/23 2:30,23011.01,1,-271.22,-1.16,107999.1,-0.2,474.49,2.04,395,1.7
205,多头进场,BUY,2022/7/22 16:30,23281.77,1,-271.22,-1.16,107999.1,-0.2,474.49,2.04,395,1.7
